room_number,room_types,room_price,room_img
50170,핑크,100000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_zEPDMWHh_C7CEC5A9_28129.jpg
50170,1.가온,110000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_lFgDPp6C_B0A1BFC2_28129.jpg
50170,2.누리,110000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_E9ixDCUl_B4A9B8AE_28129.jpg
50170,3.단비,110000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_wR7TeXG0_B4DCBAF1_28129.jpg
50170,4.라온,110000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_SEWb2Atc_B6F3BFC2_28129.jpg
50170,5.미르,110000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_I1sx5Y39_B9CCB8A3_28129.jpg
50170,6.바오,110000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_cy9rVvzi_B9D9BFC0_28129.jpg
50170,7.시내,110000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_0IokPXWu_BDC3B3BB_28129.jpg
50170,9.토리,110000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_DLkJEGM8_C5E4B8AE_28129.jpg
50170,그린,130000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_FZKnfLYc_B1D7B8B0_28129.jpg
50170,레드,130000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_z2kaBERp_B7B9B5E5_28129.jpg
50170,옐로우,130000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_ZT7YsVy9_BFBBB7CEBFEC_28129.jpg
50170,오렌지,130000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_dunhypMb_BFC0B7BBC1F6_28229.jpg
50170,10.한울,160000,//image.goodchoice.kr/resize_370x220/affiliate/2018/04/17/11/morning_mliVTJfz_C7D1BFEF_28529.jpg
50171,데이지,129000,//image.goodchoice.kr/resize_370x220/affiliate/2020/07/15/09/juraki_MAFZ7wd4_B5A5C0CCC1F6_28129_1.jpg
50171,아도니스,129000,//image.goodchoice.kr/resize_370x220/affiliate/2019/02/22/10/juraki_0kbS4FC1_BEC6B5B5B4CFBDBA_28129_1.jpg
50171,아이비,129000,//image.goodchoice.kr/resize_370x220/affiliate/2020/07/15/09/juraki_DhiuNKZ7_BEC6C0CCBAF1_28129_1.jpg
50172,더블룸,69000,//image.goodchoice.kr/resize_370x220/adimg_new/50172/137916/5f516ff0d8a1fb6dd19668a87778ad06.jpg
50172,트윈룸,69000,//image.goodchoice.kr/resize_370x220/adimg_new/50172/137917/6aaef539a09623993ac61d8763ecf35e.jpg
50172,패밀리룸,89000,//image.goodchoice.kr/resize_370x220/adimg_new/50172/137920/9a66da79be8687e7f7699193a50f182f.jpg
50175, , , 
50180,민트,80000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/02/17/7585c53ff30142c3a276d8a3274079d6.jpg
50180,라벤더,110000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/02/17/24130045592d4dbca83c04a36156c125.jpg
50180,싱글,110000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/02/17/be2058dc27bd42bf90a9d7effaaa2e55.jpg
50180,유칼리,110000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/02/17/08db127195c84834a7230b1037aa931d.jpg
50180,세이지,140000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/02/17/4117738942504765a6e1386ad4a7f9d3.jpg
50180,타임,140000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/02/17/1606706188816nG0ObyMzxW3W9CgcJJc.jpg
50180,레몬,170000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/02/17/40a0be7f2d044256b494dea6fc72695b.jpg
50180,아로마,170000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/02/17/5b2668b498ce4650abdf37cb8ac8fb96.jpg
50180,쟈스민,170000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/02/17/1606706417005aYFUmeZdmp3okHyPlk8.jpg
50180,트윈,170000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/02/17/d3deb3708a564ad8bbc375db0ced39e8.jpg
50180,로즈마리,230000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/02/17/1606706305472uZVARkgbVon7fGNZ7TQ.jpg
50183,스탠다드룸,65000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/22/5a659bc55780d.jpg
50183,디럭스룸,89000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/22/5a659bd69ba3b.jpg
50183,럭셔리룸,99000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/22/5a65a393e4225.jpg
50183,패밀리룸,139000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/22/5a659c697b79a.jpg
50183,패밀리 테라스룸,149000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/22/5a659df1aaf1b.jpg
50183,패밀리 스위트룸,199000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/22/5a659e49cfba8.jpg
50184,스탠다드 더블,55000,//image.goodchoice.kr/resize_370x220/adimg_new/50184/203479/3b7fde6300e0afbfbb6c1d839bb3d742.jpg
50184,디럭스 트윈,55000,//image.goodchoice.kr/resize_370x220/adimg_new/50184/203480/01c9e590b6008bcade321a04b3e1dfa0.jpg
50184,트리플룸,65000,//image.goodchoice.kr/resize_370x220/adimg_new/50184/203481/e27632724a391489fe9d3145416e63d0.jpg
50184,스위트룸,300000,//image.goodchoice.kr/resize_370x220/adimg_new/50184/203482/fbebc7f5110f3624a8e7d6eba1d97526.jpg
50186, , , 
50187,스탠다드,25000,//image.goodchoice.kr/resize_370x220/adimg_new/50187/138731/94e1e220359356a067159403a1d45738.jpg
50187,디럭스 더블 B,30000,//image.goodchoice.kr/resize_370x220/adimg_new/50187/143170/4ae0cf519c67bf1dbdd7ceb7ffdc4b17.jpg
50187,디럭스 더블 A,35000,//image.goodchoice.kr/resize_370x220/adimg_new/50187/194127/fb5148ca3e9e50144c0f8719843f92fd.jpg
50187,프리미엄,40000,//image.goodchoice.kr/resize_370x220/adimg_new/50187/153671/79ba71a9c277825e903272d13cfebd74.jpg
50187,트윈,85000,//image.goodchoice.kr/resize_370x220/adimg_new/50187/194128/d24679ec2e82fc4fcfc5d137c9b96c76.jpg
50188,NetFlix.Bed Room, ,//image.goodchoice.kr/resize_370x220/adimg_new/50188/338843/9de819da9ae21cf914a6b7116a053d88.jpg
50188,Single(1인전용), ,//image.goodchoice.kr/resize_370x220/adimg_new/50188/138814/04b0e90d9c17ef6f564a0041cf6165fe.jpg
50188,ONE.Bed(침대1/2인), ,//image.goodchoice.kr/resize_370x220/adimg_new/50188/330896/823806bf1396d7fe38993568674ded5e.jpg
50188,TWO.Bed(침대2/2인),60000,//image.goodchoice.kr/resize_370x220/adimg_new/50188/138815/0dead38ad6664b8d10a55606d46944c6.jpg
50189,별관 일반실,20000,//image.goodchoice.kr/resize_370x220/adimg_new/50189/336386/e2b5737a1797cbf1502d735c9d9c74a4.jpg
50189,침대일반실,18000,//image.goodchoice.kr/resize_370x220/adimg_new/50189/225397/31350d04efc5736219ae6fc6c9a9d85a.jpg
50189,별관 트윈실,25000,//image.goodchoice.kr/resize_370x220/adimg_new/50189/330668/bc3f33cf3725f48782b043907ff1c27f.jpg
50189,침대트윈실,25000,//image.goodchoice.kr/resize_370x220/adimg_new/50189/291543/32fae48f3f205ecc1eca153ee9535c46.jpg
50189,별관 쓰리베드,60000,//image.goodchoice.kr/resize_370x220/adimg_new/50189/330669/1f6eae35d8b7eae182b4d8a2915912d8.jpg
50189,케어룸,25000,//image.goodchoice.kr/resize_370x220/adimg_new/50189/291544/60e9b5e76c332e409780a8b8cd2aa7e5.jpg
50190,일반B,25000,//image.goodchoice.kr/resize_370x220/adimg_new/50190/146604/d4f91d02a078a3cccdaf12aefb014868.jpg
50190,온돌,25000,//image.goodchoice.kr/resize_370x220/adimg_new/50190/152378/2e71dd2fcc88007a7d3bbc8cad923ccc.jpg
50190,일반A,25000,//image.goodchoice.kr/resize_370x220/adimg_new/50190/139081/6230a6d4e77e3ade356a07a0ea8a1036.jpg
50191,스탠다드,30000,//image.goodchoice.kr/resize_370x220/adimg_new/50191/139086/21867e715cc1038fcbfc3d068eee8b13.jpg
50192,Lovely,80000,//image.goodchoice.kr/resize_370x220/affiliate/2020/05/26/03/ssunpension_jOBoa2Fs_1_r.jpg
50192,Peace,80000,//image.goodchoice.kr/resize_370x220/affiliate/2020/05/26/03/ssunpension_VWZfmyeq_1_r.jpg
50192,Special,80000,//image.goodchoice.kr/resize_370x220/affiliate/2020/05/26/03/ssunpension_lcDoSKY3_1_r.jpg
50192,Sweet,80000,//image.goodchoice.kr/resize_370x220/affiliate/2020/05/26/03/ssunpension_5dzCDxMb_1_r.jpg
50192,Dream,100000,//image.goodchoice.kr/resize_370x220/affiliate/2020/05/26/03/ssunpension_6McYFO8W_1_r.jpg
50192,Forever,230000,//image.goodchoice.kr/resize_370x220/affiliate/2020/05/26/03/ssunpension_6mph87TM_5_r.jpg
50196,오늘의특가,20000,//image.goodchoice.kr/resize_370x220/adimg_new/50196/141993/6d0eddd5a1792b637a796f2560ff3982.jpg
50196,스탠다드(도보전용),20000,//image.goodchoice.kr/resize_370x220/adimg_new/50196/305561/bfdd83b7e9d4b7130b0e5fad44dbfd4d.jpg
50196,스탠다드,20000,//image.goodchoice.kr/resize_370x220/adimg_new/50196/147822/e60f31bb10e1dfe7e20d62e732d23e6d.jpg
50196,디럭스,25000,//image.goodchoice.kr/resize_370x220/adimg_new/50196/141670/033cb7364b238c7845b30a8ccfbbebc6.jpg
50196,디럭스 트윈,30000,//image.goodchoice.kr/resize_370x220/adimg_new/50196/142717/00883bbb0ab19ea5cfd9115150f044fe.jpg
50196,시네마트윈,50000,//image.goodchoice.kr/resize_370x220/adimg_new/50196/259300/f47b311ac5a3afa6b46415ef330a66f8.jpg
50196,스탠다드(페이백), ,//image.goodchoice.kr/resize_370x220/adimg_new/50196/141992/dfa271e0960128fddfc67f28a0445cb5.jpg
50200,101호, ,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/04/pooreum_qx7hD9X1_C7D1C6E6C1EE1_r.jpg
50200,102호, ,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/04/599168486_QGOZs2Ey_BFDCBACE4_r_r.jpg
50200,203호, ,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/05/pooreum_H0dAb1K8_C7D1C6E6C1EE1_r.jpg
50200,302호, ,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/05/599168486_lDKhJbZf_BFDCBACE1_r_r.jpg
50200,303호, ,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/05/pooreum_b4EN1dkV_C7D1C6E6C1EE2_r_r.jpg
50200,205호, ,//image.goodchoice.kr/resize_1000X500x0/adimg_new/list_none.png
50200,304호, ,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/05/599168486_jJxehEzc_BFDCBACE2_r.jpg
50200,602호, ,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/04/pooreum_RvyPUe9Z_C7D1C6E6C1EE1_r.jpg
50200,103호,150000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/05/pooreum_LWjyZtx5_C7D1C6E6C1EE1_r_r.jpg
50200,104호,170000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/04/pooreum_yREvMpWw_C7D1C6E6C1EE2_r_r.jpg
50200,105호,170000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/04/pooreum_ZWBvFziM_C7D1C6E6C1EE2_r_r.jpg
50200,305호,170000,//image.goodchoice.kr/resize_1000X500x0/adimg_new/list_none.png
50200,501호,230000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/05/599168486_3nZND9rR_BFDCBACE1_r.jpg
50200,601호,230000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/05/599168486_jJxehEzc_BFDCBACE2_r.jpg
50200,702호,230000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/09/1218321544_pegXfntm_1_rr.jpg
50200,401호,450000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/05/pooreum_0F3v9nbl_C7D1C6E6C1EE6_r_r.jpg
50200,801호,550000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/09/pooreum_S3dXR9qm_C7D1C6E6C1EE7_r.jpg
50200,901호,550000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/09/pooreum_JDw9zveM_C7D1C6E6C1EE6_r.jpg
50200,902호,550000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/09/pooreum_DQGqphXa_C7D1C6E6C1EE6_r.jpg
50200,S동,1000000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/09/pooreum_dlnpVrs3_C7D1C6E6C1EE8.jpg
50202,바다3층,200000,//image.goodchoice.kr/resize_370x220/affiliate/2019/03/28/05/some_kZbmgLw5_01B1B3C3BC_GPN_4746_1.jpg
50202,바다2층,230000,//image.goodchoice.kr/resize_370x220/affiliate/2019/03/28/05/some_qkrnEJzX_01B1B3C3BC_GPN_4809_1.jpg
50204,일반,50000,//image.goodchoice.kr/resize_370x220/adimg_new/50204/138955/3e40a28e191f8d4b5eb5c7ef80ae3fa8.jpg
50204,트윈 특실,70000,//image.goodchoice.kr/resize_370x220/adimg_new/50204/138956/90609d7a53f3749e2541834dc15a6c93.jpg
50204,한실 온돌,70000,//image.goodchoice.kr/resize_370x220/adimg_new/50204/139285/39eeb77ca9d2a04c4c52f53dd2f8d85b.jpg
50206,101호 river,139000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/05/1515998350_rfImg_0.jpg
50206,202호 valley,159000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/18/05/1515998771_rfImg_3.jpg
50207,디럭스,25000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/143768/8037935a90cd7f926cfd527a20813822.jpg
50207,프리미엄(스파),30000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/143767/cc388b0b5012d73fbc4658bd75889dcb.jpg
50207,프리미엄 1실1주차(스파),30000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/144660/d30f794472a9290787dd53312d343781.jpg
50207,VIP(스타일러),40000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/143766/47685108c60c4d053522be39afe8830b.jpg
50207,VIP 트윈(스타일러),50000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/144659/f4de4eabc73542ddf6c98bf214663544.jpg
50207,VIP 트윈(스타일러+안마의자),50000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/138147/f855d135abe5568fac01576613004efc.jpg
50207,타임특가,25000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/150595/b76621f8b35a38dc0b1bbffc3e084f0e.jpg
50207,디럭스(1실1주차),30000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/174043/f8f925f296495b3ba953a7b48740d18e.jpg
50207,VIP 1실1주차(가족탕/스타일러),40000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/144664/7b98915457f86ec088e47d261a66c5a1.jpg
50207,스위트 1실1주차(이벤트/당구룸/스타일러 ),50000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/144658/659291a949b46bfd47d70bb325a326aa.jpg
50207,VIP(제트스파),50000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/150594/b64581fc394557bd961a8f50b878a969.jpg
50207,스위트(이벤트/당구룸),50000,//image.goodchoice.kr/resize_370x220/adimg_new/50207/172549/858fe10e1636282d32438b52fbbe6172.jpg
50209,"나홀로비즈니스_전객실금연,디럭스기준", ,//image.goodchoice.kr/resize_370x220/adimg_new/50209/256939/9efef9ed9357ce77ba2f7143c018c36c.jpg
50209,카라반 스위트, ,//image.goodchoice.kr/resize_370x220/adimg_new/50209/277097/06b4c2b6758dff971aa4538153792996.jpg
50209,카라반 로얄스위트, ,//image.goodchoice.kr/resize_370x220/adimg_new/50209/272134/a0b81e7bfe48b8476da9c8618adc255d.jpg
50209,낮잠잘래?(평일12시~20시퇴실), ,//image.goodchoice.kr/resize_370x220/adimg_new/50209/256942/ae7e327077e59643c9308729f4019657.jpg
50209,미드나잇, ,//image.goodchoice.kr/resize_370x220/adimg_new/50209/257015/0b15cd83ca428175e5309398e7b11ad5.jpg
50209,디럭스_전객실금연,30000,//image.goodchoice.kr/resize_370x220/adimg_new/50209/138673/f51ddd94d52281bb0053ead46136d4fc.jpg
50209,디럭스(빠른입실/15시입실)_전객실금연,129000,//image.goodchoice.kr/resize_370x220/adimg_new/50209/138159/a0bf7023d411478a31410d35ee8c5b14.jpg
50209,잠꾸러기_전객실금연,129000,//image.goodchoice.kr/resize_370x220/adimg_new/50209/256940/2b0c405ff08442b26c4cb94f6edef7cb.jpg
50209,스위트 더블_전객실금연,50000,//image.goodchoice.kr/resize_370x220/adimg_new/50209/277093/1d261e94adbfa8675a6333ed3b95e8e5.jpg
50209,스위트 트윈_전객실금연,189000,//image.goodchoice.kr/resize_370x220/adimg_new/50209/277095/5353b11c4b4faebff3ee99ff9e0082c0.jpg
50209,패밀리 스위트_전객실금연,209000,//image.goodchoice.kr/resize_370x220/adimg_new/50209/277091/b80f1dd889193bab5ba6dc2492da68fe.jpg
50209,프리미엄스위트(Twin)_전객실금연,379000,//image.goodchoice.kr/resize_370x220/adimg_new/50209/272133/818dbbb376b4912d2e846248d3f7a761.jpg
50209,로얄스위트(Twin)_전객실금연,439000,//image.goodchoice.kr/resize_370x220/adimg_new/50209/277090/b84335c4fa3e4ff83b6b48243e7a1c46.jpg
50211,온돌,20000,//image.goodchoice.kr/resize_370x220/adimg_new/50211/300931/1aed0c4629b7a103ea4fd58bc4a26e86.jpg
50211,일반,20000,//image.goodchoice.kr/resize_370x220/adimg_new/50211/300932/c87c757ab5aa4970be15ee1cbf00a1ec.jpg
50211,트윈,20000,//image.goodchoice.kr/resize_370x220/adimg_new/50211/300933/59ef8ceaed4dcd1dba9f19b1a618f532.jpg
50211,특실,20000,//image.goodchoice.kr/resize_370x220/adimg_new/50211/300934/d20d5976be8f64dd5265e630ffb2e377.jpg
50211,가족실,55000,//image.goodchoice.kr/resize_370x220/adimg_new/50211/300930/11a019c7b497c4606c986ef62477eccd.jpg
50212,202호,130000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_o0sGRHF1_01_NIN_1598_2_BAB9BBE7.jpg
50212,203호,130000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_p0QD4g9y_2032C3032C4032C503_28129.jpg
50212,302호,130000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_PxUI27tN_01_NIN_1598_2_BAB9BBE7.jpg
50212,303호,130000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_aJGYo5dZ_2032C3032C4032C503_28129.jpg
50212,502호,130000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_sdRF74gS_01_NIN_1598_2_BAB9BBE7.jpg
50212,505호,130000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_T7Nio51M_01_NIN_1598_2_BAB9BBE7.jpg
50212,205호,160000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_bea45g8Z_01_NIN_1674_1_BAB9BBE7.jpg
50212,306호,160000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_F35C4ZGu_01_NIN_1674_1_BAB9BBE7.jpg
50212,506호,160000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_w6njOfv4_01_NIN_1674_1_BAB9BBE7.jpg
50212,201호,300000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_VEcMy64I_01_NIN_1735_1_BAB9BBE7.jpg
50212,301호,300000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_WjFJN1CL_01_NIN_1735_1_BAB9BBE7.jpg
50212,401호,300000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_d7RjaJQD_01_NIN_1735_1_BAB9BBE7.jpg
50212,501호,300000,//image.goodchoice.kr/resize_370x220/affiliate/2020/12/21/19/duke1909_LXt4E3bM_01_NIN_1735_1_BAB9BBE7.jpg
50213,201호,110000,//image.goodchoice.kr/resize_370x220/affiliate/2018/08/08/5b6ab060588a4.jpg
50213,301호,115000,//image.goodchoice.kr/resize_370x220/affiliate/2018/08/08/5b6ab075a6dc5.jpg
50214,일반,20000,//image.goodchoice.kr/resize_370x220/adimg_new/50214/139619/822d4dc1d829957d65220417cb30d4b5.jpg
50216,케로로,100000,//image.goodchoice.kr/resize_370x220/affiliate/2019/10/22/5dae82b503f5a.jpg
50216,기로로,100000,//image.goodchoice.kr/resize_370x220/affiliate/2019/10/22/5dae82da6a651.jpg
50216,도로로,100000,//image.goodchoice.kr/resize_370x220/affiliate/2019/10/22/5dae831aaf01c.jpg
50216,쿠루루,100000,//image.goodchoice.kr/resize_370x220/affiliate/2019/10/22/5dae8345768eb.jpg
50216,타마마,100000,//image.goodchoice.kr/resize_370x220/affiliate/2019/10/22/5dae836638dc3.jpg
50217,미니룸,18000,//image.goodchoice.kr/resize_370x220/adimg_new/50217/185718/affdec34826aef86bee71410f28d944e.jpg
50217,배그PC전용_일반(넷플릭스),20000,//image.goodchoice.kr/resize_370x220/adimg_new/50217/138381/1e1a9de4b4f89f8d32dc6ea6a52b31ff.jpg
50217,미니(무한대실),30000,//image.goodchoice.kr/resize_370x220/adimg_new/50217/211868/2c4ab19c33a3998c00179cbbdb9877d8.jpg
50217,"준특실(배그PC,스타일러,공기청정기,제습기,넷플릭스)",25000,//image.goodchoice.kr/resize_370x220/adimg_new/50217/332224/d87c4de64b1d4cd404fdaf8e1c4ab8af.jpg
50217,배그PC일반(무한대실),35000,//image.goodchoice.kr/resize_370x220/adimg_new/50217/220918/d418e9e65ae3cb8aa70a782e89edd677.jpg
50217,"트윈(배그PC,스타일러,공기청정기,제습기,넷플릭스)",20000,//image.goodchoice.kr/resize_370x220/adimg_new/50217/332222/3f3632400f91fcf447fe9946619a8979.jpg
50217,"특실(배그PC,팬텀안마,스타일러,공기청정기,제습기,넷플릭스)",25000,//image.goodchoice.kr/resize_370x220/adimg_new/50217/219986/dcd2abea60284c379d8ee46ca6d18d6c.jpg
50217,커플배그PC전용_일반(넷플릭스),30000,//image.goodchoice.kr/resize_370x220/adimg_new/50217/332223/fd3f6cf8d14a7d2cb0b82cb5d85804bc.jpg
50218, , , 
50219,해안301,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/1891148722_LSjcNxlt_1_r.jpg
50219,해안302,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/1891148722_ENJn7CbH_1_r.jpg
50219,해안303,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/tophousing2_CrXycF47_1_r.jpg
50219,해안401,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/1891148722_vHSA6oc8_1_r.jpg
50219,해안402,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/1891148722_feosqEHO_1_r.jpg
50219,해안403,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/tophousing2_ZNJqbBgs_1_r.jpg
50219,해안101,250000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/1891148722_va7IX6gj_1_r.jpg
50219,해안201,300000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/1891148722_nV8YkRlT_1_r.jpg
50220,바다301,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/1891148722_5wv3BaU0_1_r.jpg
50220,바다302,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/1891148722_O7E4cYaN_1_r.jpg
50220,바다303,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/tophousing1_ugXMRENO_1_r.jpg
50220,바다401,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/1891148722_fKsVqym8_1_r.jpg
50220,바다402,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/1891148722_uOnhGmdW_1_r.jpg
50220,바다403,120000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/tophousing1_droUsESy_1_r.jpg
50220,바다101,250000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/1891148722_mF7NwA4z_1_r.jpg
50220,바다102,250000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/tophousing1_uckdg9pB_2_r.jpg
50220,바다103,250000,//image.goodchoice.kr/resize_370x220/affiliate/2018/01/19/01/tophousing1_dTQwWS3C_1_r.jpg
50221,스탠다드B,20000,//image.goodchoice.kr/resize_370x220/adimg_new/50221/138978/b4945ecc35aca439b0e183413532ff7d.jpg
50221,디럭스A,25000,//image.goodchoice.kr/resize_370x220/adimg_new/50221/138977/b96586e5c80e18b041d4af16bff50d2e.jpg
50221,도미토리,30000,//image.goodchoice.kr/resize_370x220/adimg_new/50221/138976/9f158879e7c5346593e2e2f979ce2c00.jpg
50221,디럭스B,50000,//image.goodchoice.kr/resize_370x220/adimg_new/50221/138973/a0a421ceca2cc4838fd81051b45558de.jpg
50221,트윈 A,30000,//image.goodchoice.kr/resize_370x220/adimg_new/50221/158018/a04adeb102b5199433a77f80de551ae3.jpg
50221,트윈 B,50000,//image.goodchoice.kr/resize_370x220/adimg_new/50221/140390/a38cebae1e922c2ff39bd64e75bf1948.jpg
50221,한실,50000,//image.goodchoice.kr/resize_370x220/adimg_new/50221/138971/c206edb8eea0d5c8f41944d7ef96b410.jpg
50221,스탠다드A,50000,//image.goodchoice.kr/resize_370x220/adimg_new/50221/154440/f56d2a27c8f8e9568249df4acad1e9ed.jpg
50221,로얄스위트,55000,//image.goodchoice.kr/resize_370x220/adimg_new/50221/158019/58cf4e0b6d979816aeaad9e4db6ffea0.jpg
50221,풀빌라,110000,//image.goodchoice.kr/resize_370x220/adimg_new/50221/275717/f5e6cf8be6d73f9dbcd057cff7e8f592.jpg
50222,3시간 대실 특가(넷플/객실 랜덤배정), ,//image.goodchoice.kr/resize_370x220/adimg_new/50222/354878/58f477ddd53a58a4de4bb254b7787f79.jpg
50222,8시간 무한대실(넷플/디럭스 배정), ,//image.goodchoice.kr/resize_370x220/adimg_new/50222/354879/84c30b9907715f4a1761e442a8267bac.jpg
50222,낮숙박(예약문자와 무관하게 당일로 이용시간 제한), ,//image.goodchoice.kr/resize_370x220/adimg_new/50222/354882/511b955fc276b00670f1180d8c8bdeb4.jpg
50222,레이트 체크아웃(15시 Late check-out), ,//image.goodchoice.kr/resize_370x220/adimg_new/50222/354881/4cbab3ca2e41055ebca9cdeb2486f5fb.jpg
50222,"Deluxe Double(레이트체크아웃,넷플릭스)",100000,//image.goodchoice.kr/resize_370x220/adimg_new/50222/220581/043a6c8442c389faefc5365258adf009.jpg
50222,Deluxe Double(넷플릭스),120000,//image.goodchoice.kr/resize_370x220/adimg_new/50222/138464/28683d97edca5e25ac83071bc0493149.jpg
50222,24시 STAY(넷플/15-15/24시간호캉스이벤트),130000,//image.goodchoice.kr/resize_370x220/adimg_new/50222/354880/d210ae4eb3d0e32708b349a7ab251b4b.jpg
50222,"Deluxe Double(half ocean-middle,넷플릭스)",250000,//image.goodchoice.kr/resize_370x220/adimg_new/50222/220524/a2d6eb31441bc9d44b52add6eacef83a.jpg
