roomID,room_name,location,latitude,longitude,link,image_link
50673,안성 샤넬,경기 안성시 공도읍 마정리 112-23,37.0161535,127.2029901,https://www.goodchoice.kr/product/detail?ano=50673,//image.goodchoice.kr/resize_490x348/adimg_new/50673/142535/e3dedce4ce28cdf4a057079f5b3b2090.jpg
50679,강릉 아담,강원 강릉시 교동 1868-8,37.7657021,128.8779711,https://www.goodchoice.kr/product/detail?ano=50679,//image.goodchoice.kr/resize_490x348/adimg_new/50679/152200/7af5da92ca12488a9c4fff55c2f042cb.jpg
50686,이비스 스타일 앰배서더 서울 용산,서울 용산구 한강로3가 40-969,37.5315964,126.9642116,https://www.goodchoice.kr/product/detail?ano=50686,//image.goodchoice.kr/resize_490x348/affiliate/2018/10/31/5bd96e0371c77.jpg
50687,노보텔 스위트 앰배서더 서울 용산,서울 용산구 한강로3가 40-969,37.5315964,126.9642116,https://www.goodchoice.kr/product/detail?ano=50687,//image.goodchoice.kr/resize_490x348/affiliate/2018/02/20/5a8bbad68592e.jpg
50688,노보텔 앰배서더 서울 용산,서울 용산구 한강로3가 40-969,37.5315964,126.9642116,https://www.goodchoice.kr/product/detail?ano=50688,//image.goodchoice.kr/resize_490x348/affiliate/2020/11/27/5fc06468e290b.jpg
50689,그랜드 머큐어 앰배서더 호텔앤레지던스,서울 용산구 한강로3가 40-969,37.5315964,126.9642116,https://www.goodchoice.kr/product/detail?ano=50689,//image.goodchoice.kr/resize_490x348/affiliate/2018/02/20/5a8bd16270015.jpg
50693,서브웨이호텔,경기 시흥시 신천동 707-15,37.4413722,126.7847634,https://www.goodchoice.kr/product/detail?ano=50693,//image.goodchoice.kr/resize_490x348/affiliate/2018/02/21/5a8cc7ba9b298.jpg
50694,클로버리조트,경기 가평군 가평읍 금대리 55-147,37.7577015,127.5405442,https://www.goodchoice.kr/product/detail?ano=50694,//image.goodchoice.kr/resize_490x348/affiliate/2018/11/22/05/clover_dnNskUMF_02.jpg
50697,강화 리베라,인천 강화군 길상면 온수리 43-2,37.6463873,126.4918149,https://www.goodchoice.kr/product/detail?ano=50697,//image.goodchoice.kr/resize_490x348/adimg_new/50697/142274/1abbe0a254c3cb2edf7137a8fb65f107.jpg
50699,더화이트호텔,강원 평창군 봉평면 면온리 922,37.5758464,128.3341878,https://www.goodchoice.kr/product/detail?ano=50699,//image.goodchoice.kr/resize_490x348/affiliate/2018/04/21/5adafbe4b8289.jpg
